,Document Name,Chln.No,Chln.Date,Po No,Po Date,Party.Chln.No,Party.Chln.Date,Party Name,SR NO,ITEM NAME,,UOM,BATCH NO,TR QTY,TR RATE,EXP DATE,LOCATION,Discount,Disc.Value,NET RATE,CGST,CGST Amt,SGST/IGST,SGST/IGST AMT,TOT AMT,Remarks
,PC,117,02-02-2023,1502,30-12-2022,---,01-02-2023,S. N. PRAJAPATI,1,PATIENT FILE FOR ANAND,,NOS,,6400.000,8.51,,,,0.00,8.51,,0.00,,0.00,54464.00,"400+1900+1500+6400 QTY RECEIVED, PENDING 5800"
,PC,118,06-02-2023,1502,30-12-2022,---,04-02-2023,S. N. PRAJAPATI,1,PATIENT FILE FOR ANAND,,NOS,,5700.000,8.51,,,,0.00,8.51,,0.00,,0.00,48507.00,"400+1900+1500+6400+5700 = 15900 TOTAL RECEIVED, PO CLOSED"
,PC,119,13-02-2023,1517,21-01-2023,1864,10-02-2023,IMPERIAL MEDICAL  & SURGICAL AGENCY,1,SONOGEL,,NOS,,150.000,44.50,,,,0.00,44.50,CGST9%,601.00,CGST9%,601.00,7877.00,"150 QTY RECEIVED, 350 PENDING"
,PC,120,25-02-2023,1517,21-01-2023,1896,22-02-2023,IMPERIAL MEDICAL  & SURGICAL AGENCY,1,SONOGEL,,NOS,,50.000,44.50,,,,0.00,44.50,CGST9%,200.00,CGST9%,200.00,2625.00,150+50 received + 300 pending
,PC,121,25-02-2023,1517,21-01-2023,--,24-02-2023,IMPERIAL MEDICAL  & SURGICAL AGENCY,1,SONOGEL,,NOS,,300.000,44.50,,,,0.00,44.50,CGST9%,1202.00,CGST9%,1202.00,15754.00,"150+50+300 all received, po closed"
,PC,122,28-02-2023,1547,13-02-2023,1876,14-02-2023,IMPERIAL MEDICAL  & SURGICAL AGENCY,1,PURIFIED WATER IP (50 Ml) STERILE WATER,,BOT,,24.000,13.50,31/01/2024,,,0.00,13.50,CGST 6%,19.00,CGST 6%,19.00,362.00,24 BOT ECEIVED + 76 PENDING
,PC,123,25-03-2023,1547,13-02-2023,2024,02-03-2023,IMPERIAL MEDICAL  & SURGICAL AGENCY,1,PURIFIED WATER IP (50 Ml) STERILE WATER,,BOT,,75.000,13.50,30/04/2024,,,0.00,13.50,CGST 6%,61.00,CGST 6%,61.00,1134.50,"24+75 nos received, po closed"
,PC,124,06-04-2023,1595,29-03-2023,1702,29-03-2023,WHITE HOUSE,1,DETTOL HAND WASH,,LTR,,10.000,67.80,,,,0.00,67.80,CGST9%,61.00,CGST9%,61.00,800.00,"ALL RECEIVED, PO CLOSED"
,PC,124,06-04-2023,1595,29-03-2023,1702,29-03-2023,WHITE HOUSE,2,ROOM SPRAY,,NOS,,24.000,120.00,,,,0.00,0.00,,0.00,,0.00,2880.00,"ALL RECEIVED, PO CLOSED"
,PC,125,25-04-2023,1624,20-04-2023,2133,18-04-2023,IMPERIAL MEDICAL  & SURGICAL AGENCY,1,SONOGEL,,NOS,,500.000,44.50,31/03/2024,,,0.00,0.00,CGST9%,2002.00,CGST9%,2002.00,26254.00,ALL RECEIVED
,PC,125,25-04-2023,1624,20-04-2023,2133,18-04-2023,IMPERIAL MEDICAL  & SURGICAL AGENCY,2,LOW POWDER EXAMINATION GLOVES KALTEX,,PKT,,10.000,185.00,31/01/2026,,,0.00,0.00,CGST 6%,111.00,CGST 6%,111.00,2072.00,ALL RECEIVED
,PC,126,25-04-2023,1600,03-04-2023,---,19-04-2023,ENERGY PRINT,1,PATIENT FILE FETAL MEDICINE,,NOS,,1470.000,12.50,,,,0.00,12.50,,0.00,,0.00,18375.00,1470 received
,PC,127,28-06-2023,1648,20-05-2023,--,26-06-2023,AVI ENTERPRISE,1,PATIENT FILE FOR ANAND,,NOS,,2000.000,9.25,,,,0.00,9.25,,0.00,,0.00,18500.00,2000 received out of 10000 nos
,PC,128,01-07-2023,1677,21-06-2023,596,23-06-2023,WHITE HOUSE,1,DETTOL HAND WASH,,LTR,,20.000,67.80,,,,0.00,0.00,CGST9%,122.00,CGST9%,122.00,1600.00,20LTR + 12+12 NOS RECEIVED ALL
,PC,128,01-07-2023,1677,21-06-2023,596,23-06-2023,WHITE HOUSE,2,ROOM SPRAY,,NOS,,24.000,120.00,,,,0.00,0.00,,0.00,,0.00,2880.00,20LTR + 12+12 NOS RECEIVED ALL
,PC,129,03-07-2023,1648,20-05-2023,164/23-24,01-07-2023,AVI ENTERPRISE,1,PATIENT FILE FOR ANAND,,NOS,,8000.000,9.25,,,,0.00,9.25,,0.00,,0.00,74000.00,"2000+8000 nos received, po closed"
,PC,130,08-07-2023,1696,03-07-2023,--,07-07-2023,AMIT CHEM TRADERS,1,OLYMPUS SONO ROLL THERMAL PAPER FOR VIDEO,,NOS,,6.000,632.00,,,,0.00,632.00,CGST9%,341.00,CGST9%,341.00,4474.00,6 RECEIVED + 44 PENDING
,PC,131,10-07-2023,1696,03-07-2023,--,10-07-2023,AMIT CHEM TRADERS,1,OLYMPUS SONO ROLL THERMAL PAPER FOR VIDEO,,NOS,,4.000,632.00,,,,0.00,632.00,CGST9%,228.00,CGST9%,228.00,2984.00,
,PC,132,12-07-2023,1696,03-07-2023,21,11-07-2023,AMIT CHEM TRADERS,1,OLYMPUS SONO ROLL THERMAL PAPER FOR VIDEO,,NOS,,40.000,632.00,,,,0.00,632.00,CGST9%,2275.00,CGST9%,2275.00,29830.00,"6+44 = 50 NOS RECEIVED, PO CLOSED"
,PC,133,26-07-2023,1723,22-07-2023,2544,25-07-2023,IMPERIAL MEDICAL  & SURGICAL AGENCY,1,SONOGEL,,NOS,,200.000,44.50,,,,0.00,44.50,CGST9%,801.00,CGST9%,801.00,10502.00,200 RECEIVED + 300 PENDING
,PC,134,01-08-2023,1723,22-07-2023,2557,29-07-2023,IMPERIAL MEDICAL  & SURGICAL AGENCY,1,SONOGEL,,NOS,,300.000,44.50,31/10/2024,,,0.00,44.50,CGST9%,1202.00,CGST9%,1202.00,15754.00,200+300 RECEIVED
,PC,135,26-09-2023,1787,28-08-2023,---,23-09-2023,AVI ENTERPRISE,1,PATIENT FILE FOR ANAND,,NOS,,2500.000,9.10,,,,0.00,9.10,,0.00,,0.00,22750.00,1500+1000 received out of 20000 nos
,PC,136,30-09-2023,1787,28-08-2023,---,28-09-2023,AVI ENTERPRISE,1,PATIENT FILE FOR ANAND,,NOS,,5000.000,9.10,,,,0.00,9.10,,0.00,,0.00,45500.00,1500+1000+5000 received out of 20000 nos
,PC,137,03-10-2023,1787,28-08-2023,--,02-10-2023,AVI ENTERPRISE,1,PATIENT FILE FOR ANAND,,NOS,,9000.000,9.10,,,,0.00,9.10,,0.00,,0.00,81900.00,1500+1000+5000+9000 RECIVED
,PC,138,03-10-2023,1817,26-09-2023,--,02-10-2023,AVI ENTERPRISE,1,COMMON LETTER HEAD A/4 SIZE-ANAND,,NOS,,50000.000,1.24,,,,0.00,0.00,,0.00,,0.00,62000.00,ALL RECIVED
,PC,139,09-10-2023,1825,03-10-2023,2730,07-10-2023,IMPERIAL MEDICAL  & SURGICAL AGENCY,1,SONOGEL,,NOS,,100.000,44.50,,,,0.00,44.50,CGST9%,400.00,CGST9%,400.00,5250.00,100 RECEIVED OUT OF 500 NOS
,PC,140,25-10-2023,1825,03-10-2023,2762,23-10-2023,IMPERIAL MEDICAL  & SURGICAL AGENCY,1,SONOGEL,,NOS,,400.000,44.50,30/09/2024,,,0.00,44.50,CGST9%,1602.00,CGST9%,1602.00,21004.00,"100+400 received, po closed"
,PC,141,25-10-2023,1787,28-08-2023,,,AVI ENTERPRISE,1,PATIENT FILE FOR ANAND,,NOS,,3425.000,9.10,,,,0.00,9.10,,0.00,,0.00,31167.50,"1500+1000+5000+9000+3425 = 19925 total received, po closed"
,PC,142,27-11-2023,1877,25-11-2023,---,27-11-2023,MANISH MARKETING,1,TISSUE PAPER NAPKIN (100 NOS),,PKT,,140.000,104.46,,,,0.00,104.46,CGST 6%,877.00,CGST 6%,877.00,16378.40,
,PC,143,22-12-2023,1908,22-12-2023,2907,20-12-2023,IMPERIAL MEDICAL  & SURGICAL AGENCY,1,PURIFIED WATER IP (50 Ml) STERILE WATER,,BOT,,20.000,13.50,,,,0.00,13.50,CGST 6%,16.00,CGST 6%,16.00,302.00,20 BOT RECEIVED + 180 BOT PENDING
,PC,144,26-12-2023,1908,22-12-2023,2922,26-12-2023,IMPERIAL MEDICAL  & SURGICAL AGENCY,1,PURIFIED WATER IP (50 Ml) STERILE WATER,,BOT,,180.000,13.50,30/09/2025,,,0.00,13.50,CGST 6%,146.00,CGST 6%,146.00,2722.00,20+180 RECEIVED
,PC,145,01-01-2024,1920,30-12-2023,--,31-12-2023,BHAVNA CLEANING,1,PHENYLE BOT,,NOS,,30.000,65.00,,,,0.00,0.00,,0.00,,0.00,1950.00,ALL RECEIVED
,PC,145,01-01-2024,1920,30-12-2023,--,31-12-2023,BHAVNA CLEANING,2,KALA HIT,,NOS,,5.000,220.00,,,,0.00,0.00,,0.00,,0.00,1100.00,ALL RECEIVED
,PC,145,01-01-2024,1920,30-12-2023,--,31-12-2023,BHAVNA CLEANING,3,HARPIC,,NOS,,10.000,65.00,,,,0.00,0.00,,0.00,,0.00,650.00,ALL RECEIVED
,PC,145,01-01-2024,1920,30-12-2023,--,31-12-2023,BHAVNA CLEANING,4,ROAD BRUSH,,NOS,,2.000,190.00,,,,0.00,0.00,,0.00,,0.00,380.00,ALL RECEIVED
,PC,145,01-01-2024,1920,30-12-2023,--,31-12-2023,BHAVNA CLEANING,5,MOPE WITH LONG STAND,,NOS,,3.000,150.00,,,,0.00,0.00,,0.00,,0.00,450.00,ALL RECEIVED
,PC,145,01-01-2024,1920,30-12-2023,--,31-12-2023,BHAVNA CLEANING,6,MOPE WITHOUT STAND,,NOS,,5.000,100.00,,,,0.00,0.00,,0.00,,0.00,500.00,ALL RECEIVED
,PC,145,01-01-2024,1920,30-12-2023,--,31-12-2023,BHAVNA CLEANING,7,BATH PLASTIC TUP,,NOS,,2.000,30.00,,,,0.00,0.00,,0.00,,0.00,60.00,ALL RECEIVED
,PC,145,01-01-2024,1920,30-12-2023,--,31-12-2023,BHAVNA CLEANING,8,PLASTIC BUCKET,,NOS,,2.000,120.00,,,,0.00,0.00,,0.00,,0.00,240.00,ALL RECEIVED
,PC,145,01-01-2024,1920,30-12-2023,--,31-12-2023,BHAVNA CLEANING,9,GUTTER CHEMICAL,,CAN,,2.000,270.00,,,,0.00,0.00,,0.00,,0.00,540.00,ALL RECEIVED
,PC,145,01-01-2024,1920,30-12-2023,--,31-12-2023,BHAVNA CLEANING,10,STEEL COKE BRINE REMOVE CHEMICAL,,LTR,,1.000,240.00,,,,0.00,0.00,,0.00,,0.00,240.00,ALL RECEIVED
,PC,145,01-01-2024,1920,30-12-2023,--,31-12-2023,BHAVNA CLEANING,11,WHEEL ACTIVE SOAP,,NOS,,5.000,10.00,,,,0.00,0.00,,0.00,,0.00,50.00,ALL RECEIVED
,PC,145,01-01-2024,1920,30-12-2023,--,31-12-2023,BHAVNA CLEANING,12,DUSTING CLOTH,,NOS,,1.000,40.00,,,,0.00,0.00,,0.00,,0.00,40.00,ALL RECEIVED
,PC,145,01-01-2024,1920,30-12-2023,--,31-12-2023,BHAVNA CLEANING,13,PHENYLE LIQUID,,LTR,,15.000,70.00,,,,0.00,0.00,,0.00,,0.00,1050.00,ALL RECEIVED
,PC,145,01-01-2024,1920,30-12-2023,--,31-12-2023,BHAVNA CLEANING,14,SAVARNA,,NOS,,2.000,40.00,,,,0.00,0.00,,0.00,,0.00,80.00,ALL RECEIVED
,PC,145,01-01-2024,1920,30-12-2023,--,31-12-2023,BHAVNA CLEANING,15,BROOMS,,NOS,,10.000,80.00,,,,0.00,0.00,,0.00,,0.00,800.00,ALL RECEIVED
,PC,145,01-01-2024,1920,30-12-2023,--,31-12-2023,BHAVNA CLEANING,16,CLEAN MATE COLIN,,NOS,,10.000,45.00,,,,0.00,0.00,,0.00,,0.00,450.00,ALL RECEIVED
,PC,146,01-01-2024,1921,30-12-2023,--,31-12-2023,GALAXY SURGICAL,1,MICROBAR SUSPENTION LIQUIDE,,BOT,,2.000,385.00,,,,0.00,0.00,CGST 6%,46.00,CGST 6%,46.00,862.00,ALL RECEIVED
,PC,146,01-01-2024,1921,30-12-2023,--,31-12-2023,GALAXY SURGICAL,2,BACTORUB BLUE,,BOT,,30.000,140.00,,,,0.00,0.00,CGST9%,378.00,CGST9%,378.00,4956.00,ALL RECEIVED
,PC,146,01-01-2024,1921,30-12-2023,--,31-12-2023,GALAXY SURGICAL,3,N S SODIUM BOTTLE 500 ML,,BOT,,30.000,18.00,,,,0.00,0.00,CGST 6%,32.00,CGST 6%,32.00,604.00,ALL RECEIVED
,PC,146,01-01-2024,1921,30-12-2023,--,31-12-2023,GALAXY SURGICAL,4,BETALOC 25MG TABLET (METOPROROL),,NOS,,30.000,3.05,,,,0.00,0.00,CGST 6%,5.00,CGST 6%,5.00,101.50,ALL RECEIVED
,PC,146,01-01-2024,1921,30-12-2023,--,31-12-2023,GALAXY SURGICAL,5,SCALP VEIN SET NG 23,,NOS,,200.000,4.00,,,,0.00,0.00,CGST 6%,48.00,CGST 6%,48.00,896.00,ALL RECEIVED
,PC,146,01-01-2024,1921,30-12-2023,--,31-12-2023,GALAXY SURGICAL,6,HYPODERMIC NEEDLE 18G,,NOS,,100.000,1.25,,,,0.00,0.00,CGST 6%,8.00,CGST 6%,8.00,141.00,ALL RECEIVED
,PC,146,01-01-2024,1921,30-12-2023,--,31-12-2023,GALAXY SURGICAL,7,"NIPRO SYRINGE  24Gx1"" (0.6x25MM) 2.5 ML SIZE",,NOS,,200.000,1.60,,,,0.00,0.00,CGST 6%,19.00,CGST 6%,19.00,358.00,ALL RECEIVED
,PC,146,01-01-2024,1921,30-12-2023,--,31-12-2023,GALAXY SURGICAL,8,"NIPRO SYRINGE  21Gx1"" (0.8x38MM) 10ML SIZE",,NOS,,500.000,3.35,,,,0.00,0.00,CGST 6%,100.00,CGST 6%,100.00,1875.00,ALL RECEIVED
,PC,146,01-01-2024,1921,30-12-2023,--,31-12-2023,GALAXY SURGICAL,9,"NIPRO SYRINGE  21Gx1"" (0.8x38MM) 20 ML SIZE",,NOS,,100.000,7.50,,,,0.00,0.00,CGST 6%,45.00,CGST 6%,45.00,840.00,ALL RECEIVED
,PC,146,01-01-2024,1921,30-12-2023,--,31-12-2023,GALAXY SURGICAL,10,B I VALVE,,NOS,,500.000,6.25,,,,0.00,0.00,CGST 6%,188.00,CGST 6%,188.00,3501.00,ALL RECEIVED
,PC,146,01-01-2024,1921,30-12-2023,--,31-12-2023,GALAXY SURGICAL,11,ROMSONS WING CATH 20G PINK,,NOS,,300.000,9.20,,,,0.00,0.00,CGST 6%,166.00,CGST 6%,166.00,3092.00,ALL RECEIVED
,PC,146,01-01-2024,1921,30-12-2023,--,31-12-2023,GALAXY SURGICAL,12,LOW POWDER EXAMINATION GLOVES KALTEX,,PKT,,10.000,180.00,,,,0.00,0.00,CGST 6%,108.00,CGST 6%,108.00,2016.00,ALL RECEIVED
,PC,146,01-01-2024,1921,30-12-2023,--,31-12-2023,GALAXY SURGICAL,13,RL RINGER LACTET INJ. 500ML,,NOS,,1.000,22.00,,,,0.00,0.00,CGST 6%,1.00,CGST 6%,1.00,24.00,ALL RECEIVED
,PC,146,01-01-2024,1921,30-12-2023,--,31-12-2023,GALAXY SURGICAL,14,SPINAL NEEDLE NO.18 PINK,,NOS,,8.000,70.00,,,,0.00,0.00,CGST 6%,34.00,CGST 6%,34.00,628.00,ALL RECEIVED
,PC,146,01-01-2024,1921,30-12-2023,--,31-12-2023,GALAXY SURGICAL,15,SPINAL NEEDLE NO.23 BLUE,,NOS,,2.000,70.00,,,,0.00,0.00,CGST 6%,8.00,CGST 6%,8.00,156.00,ALL RECEIVED
,PC,146,01-01-2024,1921,30-12-2023,--,31-12-2023,GALAXY SURGICAL,16,HAND SANITIZER,,CAN,,5.000,410.00,,,,0.00,0.00,CGST9%,184.00,CGST9%,184.00,2418.00,ALL RECEIVED
,PC,147,08-01-2024,1930,03-01-2024,2946,03-01-2024,IMPERIAL MEDICAL  & SURGICAL AGENCY,1,SONOGEL,,NOS,,50.000,44.50,,,,0.00,44.50,CGST9%,200.00,CGST9%,200.00,2625.00,"50 RECEIVED, 250 PENDING"
,PC,148,12-01-2024,1945,11-01-2024,--,12-01-2024,AMIT PAPER MART,1,EPSON PRINTER PAPER A/4 ,,PKT,,22.000,120.50,,,,0.00,120.50,CGST 6%,159.00,CGST 6%,159.00,2969.00,22 RECEIVED + 78 PENDING
,PC,149,13-01-2024,1930,03-01-2024,2970,11-01-2024,IMPERIAL MEDICAL  & SURGICAL AGENCY,1,SONOGEL,,NOS,,250.000,44.50,30/11/2024,,,0.00,44.50,CGST9%,1001.00,CGST9%,1001.00,13127.00,"50+250 received, po closed"
,PC,150,16-01-2024,1945,11-01-2024,--,13-01-2024,AMIT PAPER MART,1,EPSON PRINTER PAPER A/4 ,,PKT,,78.000,120.50,,,,0.00,120.50,CGST 6%,564.00,CGST 6%,564.00,10527.00,"22+78 ALL RECEIVED, PO CLOSED"
,PC,151,05-03-2024,2009,05-03-2024,--,05-03-2024,SURGICAL STEPS,1,"NIPRO SYRINGE  24Gx1"" (0.6x25MM) 2.5 ML SIZE",,NOS,,1000.000,1.65,,,,0.00,0.00,CGST 6%,99.00,CGST 6%,99.00,1848.00,
,PC,151,05-03-2024,2009,05-03-2024,--,05-03-2024,SURGICAL STEPS,2,"NIPRO SYRINGE  24Gx1"" (0.6x25MM) 5 ML SIZE",,NOS,,500.000,2.15,,,,0.00,0.00,CGST 6%,64.00,CGST 6%,64.00,1203.00,
,PC,151,05-03-2024,2009,05-03-2024,--,05-03-2024,SURGICAL STEPS,3,"NIPRO SYRINGE  21Gx1"" (0.8x38MM) 10ML SIZE",,NOS,,500.000,3.30,,,,0.00,0.00,CGST 6%,99.00,CGST 6%,99.00,1848.00,
,PC,151,05-03-2024,2009,05-03-2024,--,05-03-2024,SURGICAL STEPS,4,"NIPRO SYRINGE  21Gx1"" (0.8x38MM) 20 ML SIZE",,NOS,,200.000,6.52,,,,0.00,0.00,CGST 6%,78.00,CGST 6%,78.00,1460.00,
,PC,151,05-03-2024,2009,05-03-2024,--,05-03-2024,SURGICAL STEPS,5,B I VALVE,,NOS,,500.000,6.00,,,,0.00,0.00,CGST 6%,180.00,CGST 6%,180.00,3360.00,
,PC,151,05-03-2024,2009,05-03-2024,--,05-03-2024,SURGICAL STEPS,6,TREGARD G DRESS (6x5),,NOS,,200.000,7.00,,,,0.00,0.00,CGST 6%,84.00,CGST 6%,84.00,1568.00,
,PC,152,17-04-2024,2041,04-04-2024,---,17-04-2024,MANISH MARKETING,1,TISSUE PAPER NAPKIN (100 NOS),,PKT,,240.000,104.46,,,,0.00,0.00,CGST 6%,1504.00,CGST 6%,1504.00,28078.40,RECEIVED ALL
,PC,152,17-04-2024,2041,04-04-2024,---,17-04-2024,MANISH MARKETING,2,BED SHEET BLUE,,NOS,,1000.000,9.50,,,,0.00,0.00,,0.00,,0.00,9500.00,RECEIVED ALL
,PC,153,21-06-2024,2119,19-06-2024,---,20-06-2024,SGE MEDTECH,1,BIOPSY NEEDLE C18*20B (17G*17CM),,NOS,,4.000,1200.00,31/05/2026,,,0.00,1200.00,CGST 6%,288.00,CGST 6%,288.00,5376.00,4 nos received + 6 pending
,PC,154,22-06-2024,2126,21-06-2024,3427,27-05-2024,IMPERIAL MEDICAL  & SURGICAL AGENCY,1,PURIFIED WATER IP (50 Ml) STERILE WATER,,BOT,,100.000,13.50,31/03/2026,,,0.00,0.00,CGST 6%,81.00,CGST 6%,81.00,1512.00,
,PC,155,20-08-2024,2119,19-06-2024,,,SGE MEDTECH,1,BIOPSY NEEDLE C18*20B (17G*17CM),,NOS,,6.000,1200.00,,,,0.00,1200.00,CGST 6%,432.00,CGST 6%,432.00,8064.00,4+6 RECEIVED
,PC,156,19-11-2024,2307,04-11-2024,--,19-11-2024,FUJI FILM INDIA PVT LTD,1,14*17 FUJI FILM,,PKT,,5.000,5803.00,,,,0.00,5803.00,CGST 6%,1741.00,CGST 6%,1741.00,32497.00,"5 QTY RECEIVED, OTHER PENDING"
,PC,157,21-11-2024,2307,04-11-2024,1271806033,17-11-2024,FUJI FILM INDIA PVT LTD,1,14*17 FUJI FILM,,PKT,,45.000,5803.00,31/08/2026,,,0.00,5803.00,CGST 6%,15668.00,CGST 6%,15668.00,292471.00,"5+45 = 50 QTY RECEIVED ALL, PO CLOSED"
,PC,158,16-12-2024,2350,10-12-2024,4050/4056,09-12-2024,IMPERIAL MEDICAL  & SURGICAL AGENCY,1,LOW POWDER EXAMINATION GLOVES KALTEX,,PKT,,20.000,180.00,,,,0.00,0.00,CGST 6%,216.00,CGST 6%,216.00,4032.00,all received
,PC,159,19-12-2024,2360,18-12-2024,1386,16-12-2024,WHITE HOUSE,1,DETTOL HAND WASH,,LTR,,20.000,67.80,,,,0.00,0.00,CGST9%,122.00,CGST9%,122.00,1600.00,
,PC,159,19-12-2024,2360,18-12-2024,1386,16-12-2024,WHITE HOUSE,2,ROOM SPRAY,,NOS,,24.000,120.00,,,,0.00,0.00,,0.00,,0.00,2880.00,
,PC,160,19-12-2024,2290,17-10-2024,--,19-12-2024,SHREE JALARAM PAPER INDUSTRIES,1,11*14 COMMON BAG,,NOS,,8820.000,10.50,,,,0.00,10.50,,0.00,,0.00,92610.00,"9000 OK, 1000 ISSUE ON PRINTING, SO REST RETURN TO SUPPLIER, PO CLOSED"
,PC,161,28-02-2025,2427,12-02-2025,--,,WHITE HOUSE,1,DETTOL HAND WASH,,LTR,,25.000,67.80,,,,0.00,0.00,CGST9%,153.00,CGST9%,153.00,2001.00,
,PC,161,28-02-2025,2427,12-02-2025,--,,WHITE HOUSE,2,ROOM SPRAY,,NOS,,24.000,120.00,,,,0.00,0.00,,0.00,,0.00,2880.00,
,PC,162,08-05-2025,2502,25-04-2025,4530,08-05-2025,IMPERIAL MEDICAL  & SURGICAL AGENCY,1,PURIFIED WATER IP (50 Ml) STERILE WATER,,BOT,,100.000,13.50,31/08/2026,,,0.00,0.00,CGST 6%,81.00,CGST 6%,81.00,1512.00,
,,,,,,,,,Total :,,,,,317633.200,42084.40,,,T.DIsc,0.00,19495.79,CGST,135673.00,S/IGST,135673.00,2984287.15,
,,,,,,,,,,,,Grand Total:,,,,,,Oth.Charges,0.00,,,Roundgin,,0.00,2984287.15,